Dragen Version           Size (MB)  Install Date         Path
4.4.4                    846.30     2025-07-22 00:16:45  /opt/dragen/4.4.4

Bitstream Version        Size (MB)  Install Date         Path
07.031.779 (0x18101306)  601.18     2025-07-22 00:16:36  /opt/bitstream/07.031.779

To remove a dragen version, call `yum remove` on its Path.
=== GENOME FILE STATS ===
666436 ConvSK_mind20_ibd.genome
=== HIGH_PIHAT_PAIRS ===
FID1 IID1 FID2 IID2 Z0 Z1 Z2 PI_HAT
245 07-16 274 07-04d 0.3465 0.6535 0.0000 0.3267
245 07-16 453 08-123 0.3040 0.6960 0.0000 0.3480
245 07-16 499 08-701 0.5647 0.4353 0.0000 0.2176
245 07-16 550 20-05 0.3105 0.6895 0.0000 0.3448
245 07-16 840 08-25 0.3547 0.6453 0.0000 0.3227
245 07-16 862 08-495 0.4901 0.5099 0.0000 0.2550
245 07-16 1094 08-86 0.4765 0.5235 0.0000 0.2618
246 08-436 248 07-17 0.0000 0.0000 1.0000 1.0000
246 08-436 271 08-128 0.6814 0.3186 0.0000 0.1593
246 08-436 274 07-04d 0.3701 0.6299 0.0000 0.3150
246 08-436 453 08-123 0.3226 0.6774 0.0000 0.3387
246 08-436 499 08-701 0.5929 0.4071 0.0000 0.2036
246 08-436 550 20-05 0.3303 0.6697 0.0000 0.3349
246 08-436 840 08-25 0.3576 0.6424 0.0000 0.3212
246 08-436 862 08-495 0.4875 0.5125 0.0000 0.2562
246 08-436 1094 08-86 0.4512 0.5488 0.0000 0.2744
247 02-90 274 07-04d 0.3465 0.6535 0.0000 0.3267
247 02-90 453 08-123 0.3039 0.6961 0.0000 0.3480
247 02-90 499 08-701 0.5648 0.4352 0.0000 0.2176
247 02-90 550 20-05 0.3105 0.6895 0.0000 0.3448
247 02-90 840 08-25 0.3547 0.6453 0.0000 0.3226
247 02-90 862 08-495 0.4901 0.5099 0.0000 0.2550
247 02-90 1094 08-86 0.4765 0.5235 0.0000 0.2617
248 07-17 271 08-128 0.6813 0.3187 0.0000 0.1594
248 07-17 274 07-04d 0.3701 0.6299 0.0000 0.3149
248 07-17 453 08-123 0.3227 0.6773 0.0000 0.3387
248 07-17 499 08-701 0.5926 0.4074 0.0000 0.2037
248 07-17 550 20-05 0.3303 0.6697 0.0000 0.3348
248 07-17 840 08-25 0.3577 0.6423 0.0000 0.3212
248 07-17 862 08-495 0.4876 0.5124 0.0000 0.2562
248 07-17 1094 08-86 0.4513 0.5487 0.0000 0.2744
249 08-179 261 08-194 0.0000 0.0000 1.0000 1.0000
249 08-179 265 03-37 0.0000 0.0000 1.0000 1.0000
249 08-179 271 08-128 0.6700 0.3300 0.0000 0.1650
249 08-179 274 07-04d 0.3421 0.6579 0.0000 0.3289
249 08-179 453 08-123 0.3107 0.6893 0.0000 0.3447
249 08-179 499 08-701 0.5764 0.4236 0.0000 0.2118
249 08-179 550 20-05 0.3141 0.6859 0.0000 0.3430
249 08-179 840 08-25 0.3527 0.6473 0.0000 0.3237
249 08-179 862 08-495 0.4913 0.5087 0.0000 0.2544
249 08-179 1094 08-86 0.4310 0.5690 0.0000 0.2845
250 08-235 271 08-128 0.6948 0.3052 0.0000 0.1526
250 08-235 274 07-04d 0.3454 0.6546 0.0000 0.3273
250 08-235 453 08-123 0.3115 0.6885 0.0000 0.3443
250 08-235 499 08-701 0.5625 0.4375 0.0000 0.2187
250 08-235 550 20-05 0.2966 0.7034 0.0000 0.3517
250 08-235 840 08-25 0.3443 0.6557 0.0000 0.3278
250 08-235 862 08-495 0.4729 0.5271 0.0000 0.2635
250 08-235 1094 08-86 0.4578 0.5422 0.0000 0.2711
251 07-18 274 07-04d 0.3600 0.6400 0.0000 0.3200
251 07-18 453 08-123 0.3099 0.6901 0.0000 0.3451
251 07-18 499 08-701 0.5887 0.4113 0.0000 0.2056
251 07-18 550 20-05 0.2942 0.7058 0.0000 0.3529
251 07-18 840 08-25 0.3366 0.6634 0.0000 0.3317
251 07-18 862 08-495 0.4819 0.5181 0.0000 0.2591
251 07-18 1094 08-86 0.4977 0.5023 0.0000 0.2511
252 02-91 274 07-04d 0.3568 0.6432 0.0000 0.3216
252 02-91 453 08-123 0.3056 0.6944 0.0000 0.3472
252 02-91 499 08-701 0.5829 0.4171 0.0000 0.2085
252 02-91 550 20-05 0.3056 0.6944 0.0000 0.3472
252 02-91 840 08-25 0.3525 0.6475 0.0000 0.3238
252 02-91 862 08-495 0.4914 0.5086 0.0000 0.2543
252 02-91 1094 08-86 0.4796 0.5204 0.0000 0.2602
253 07-21 271 08-128 0.6930 0.3070 0.0000 0.1535
253 07-21 274 07-04d 0.3529 0.6471 0.0000 0.3236
253 07-21 453 08-123 0.3246 0.6754 0.0000 0.3377
253 07-21 499 08-701 0.5936 0.4064 0.0000 0.2032
253 07-21 550 20-05 0.3169 0.6831 0.0000 0.3416
253 07-21 840 08-25 0.3562 0.6438 0.0000 0.3219
253 07-21 862 08-495 0.4911 0.5089 0.0000 0.2545
253 07-21 1094 08-86 0.4508 0.5492 0.0000 0.2746
254 02-94 274 07-04d 0.3407 0.6593 0.0000 0.3296
254 02-94 453 08-123 0.3299 0.6701 0.0000 0.3351
254 02-94 499 08-701 0.5851 0.4149 0.0000 0.2074
254 02-94 550 20-05 0.3321 0.6679 0.0000 0.3340
254 02-94 840 08-25 0.3502 0.6498 0.0000 0.3249
254 02-94 862 08-495 0.4966 0.5034 0.0000 0.2517
254 02-94 1094 08-86 0.4689 0.5311 0.0000 0.2655
255 03-40 274 07-04d 0.3441 0.6559 0.0000 0.3280
255 03-40 453 08-123 0.3210 0.6790 0.0000 0.3395
255 03-40 499 08-701 0.6157 0.3843 0.0000 0.1921
255 03-40 550 20-05 0.3112 0.6888 0.0000 0.3444
255 03-40 840 08-25 0.3418 0.6582 0.0000 0.3291
255 03-40 862 08-495 0.4826 0.5174 0.0000 0.2587
255 03-40 1094 08-86 0.4684 0.5316 0.0000 0.2658
256 08-445 274 07-04d 0.3512 0.6488 0.0000 0.3244
256 08-445 453 08-123 0.3182 0.6818 0.0000 0.3409
256 08-445 499 08-701 0.5764 0.4236 0.0000 0.2118
256 08-445 550 20-05 0.2990 0.7010 0.0000 0.3505
256 08-445 840 08-25 0.3426 0.6574 0.0000 0.3287
256 08-445 862 08-495 0.4724 0.5276 0.0000 0.2638
256 08-445 1094 08-86 0.4775 0.5225 0.0000 0.2612
257 08-223 274 07-04d 0.3533 0.6467 0.0000 0.3233
257 08-223 453 08-123 0.3334 0.6666 0.0000 0.3333
257 08-223 499 08-701 0.6051 0.3949 0.0000 0.1975
257 08-223 550 20-05 0.3272 0.6728 0.0000 0.3364
257 08-223 840 08-25 0.3469 0.6531 0.0000 0.3265
257 08-223 862 08-495 0.5077 0.4923 0.0000 0.2462
257 08-223 1094 08-86 0.4695 0.5305 0.0000 0.2652
258 08-758 271 08-128 0.6927 0.3073 0.0000 0.1537
258 08-758 274 07-04d 0.3481 0.6519 0.0000 0.3260
258 08-758 453 08-123 0.3159 0.6841 0.0000 0.3421
258 08-758 499 08-701 0.5977 0.4023 0.0000 0.2011
258 08-758 550 20-05 0.2895 0.7105 0.0000 0.3552
258 08-758 840 08-25 0.3572 0.6428 0.0000 0.3214
258 08-758 862 08-495 0.5079 0.4921 0.0000 0.2461
258 08-758 1094 08-86 0.4391 0.5609 0.0000 0.2804
259 07-14 274 07-04d 0.3667 0.6333 0.0000 0.3167
259 07-14 453 08-123 0.3268 0.6732 0.0000 0.3366
259 07-14 499 08-701 0.5890 0.4110 0.0000 0.2055
259 07-14 550 20-05 0.3101 0.6899 0.0000 0.3449
259 07-14 840 08-25 0.3567 0.6433 0.0000 0.3217
259 07-14 862 08-495 0.5309 0.4691 0.0000 0.2346
259 07-14 1094 08-86 0.4798 0.5202 0.0000 0.2601
260 08-177 274 07-04d 0.3672 0.6328 0.0000 0.3164
260 08-177 453 08-123 0.3243 0.6757 0.0000 0.3378
260 08-177 499 08-701 0.5924 0.4076 0.0000 0.2038
260 08-177 550 20-05 0.3026 0.6974 0.0000 0.3487
260 08-177 840 08-25 0.3411 0.6589 0.0000 0.3294
260 08-177 862 08-495 0.4964 0.5036 0.0000 0.2518
260 08-177 1094 08-86 0.4566 0.5434 0.0000 0.2717
261 08-194 265 03-37 0.0000 0.0000 1.0000 1.0000
261 08-194 271 08-128 0.6707 0.3293 0.0000 0.1647
261 08-194 274 07-04d 0.3421 0.6579 0.0000 0.3289
261 08-194 453 08-123 0.3104 0.6896 0.0000 0.3448
261 08-194 499 08-701 0.5765 0.4235 0.0000 0.2117
261 08-194 550 20-05 0.3146 0.6854 0.0000 0.3427
261 08-194 840 08-25 0.3523 0.6477 0.0000 0.3238
261 08-194 862 08-495 0.4917 0.5083 0.0000 0.2541
261 08-194 1094 08-86 0.4311 0.5689 0.0000 0.2844
262 06-06d 274 07-04d 0.3497 0.6503 0.0000 0.3251
262 06-06d 453 08-123 0.3263 0.6737 0.0000 0.3369
262 06-06d 499 08-701 0.5834 0.4166 0.0000 0.2083
262 06-06d 550 20-05 0.3169 0.6831 0.0000 0.3416
262 06-06d 840 08-25 0.3466 0.6534 0.0000 0.3267
262 06-06d 862 08-495 0.4869 0.5131 0.0000 0.2566
262 06-06d 1094 08-86 0.4595 0.5405 0.0000 0.2702
263 07-02d 271 08-128 0.6974 0.3026 0.0000 0.1513
263 07-02d 274 07-04d 0.3311 0.6689 0.0000 0.3344
263 07-02d 453 08-123 0.3012 0.6988 0.0000 0.3494
263 07-02d 499 08-701 0.5905 0.4095 0.0000 0.2047
263 07-02d 550 20-05 0.2943 0.7057 0.0000 0.3529
263 07-02d 840 08-25 0.3585 0.6415 0.0000 0.3207
263 07-02d 862 08-495 0.5028 0.4972 0.0000 0.2486
263 07-02d 1094 08-86 0.4432 0.5568 0.0000 0.2784
264 08-199 274 07-04d 0.3415 0.6585 0.0000 0.3293
264 08-199 453 08-123 0.3185 0.6815 0.0000 0.3407
264 08-199 499 08-701 0.5862 0.4138 0.0000 0.2069
264 08-199 550 20-05 0.3049 0.6951 0.0000 0.3476
264 08-199 840 08-25 0.3325 0.6675 0.0000 0.3337
264 08-199 862 08-495 0.4905 0.5095 0.0000 0.2547
264 08-199 1094 08-86 0.4379 0.5621 0.0000 0.2810
265 03-37 271 08-128 0.6703 0.3297 0.0000 0.1649
265 03-37 274 07-04d 0.3423 0.6577 0.0000 0.3289
265 03-37 453 08-123 0.3108 0.6892 0.0000 0.3446
265 03-37 499 08-701 0.5766 0.4234 0.0000 0.2117
265 03-37 550 20-05 0.3145 0.6855 0.0000 0.3427
265 03-37 840 08-25 0.3532 0.6468 0.0000 0.3234
265 03-37 862 08-495 0.4929 0.5071 0.0000 0.2535
265 03-37 1094 08-86 0.4311 0.5689 0.0000 0.2845
266 06-23d 271 08-128 0.6979 0.3021 0.0000 0.1510
266 06-23d 274 07-04d 0.3530 0.6470 0.0000 0.3235
266 06-23d 453 08-123 0.3170 0.6830 0.0000 0.3415
266 06-23d 499 08-701 0.5748 0.4252 0.0000 0.2126
266 06-23d 550 20-05 0.3111 0.6889 0.0000 0.3445
266 06-23d 840 08-25 0.3425 0.6575 0.0000 0.3288
266 06-23d 862 08-495 0.4887 0.5113 0.0000 0.2556
266 06-23d 1094 08-86 0.4532 0.5468 0.0000 0.2734
267 07-20 274 07-04d 0.3350 0.6650 0.0000 0.3325
267 07-20 453 08-123 0.3038 0.6962 0.0000 0.3481
267 07-20 499 08-701 0.5501 0.4499 0.0000 0.2249
267 07-20 550 20-05 0.3063 0.6937 0.0000 0.3468
267 07-20 840 08-25 0.3418 0.6582 0.0000 0.3291
267 07-20 862 08-495 0.4838 0.5162 0.0000 0.2581
267 07-20 1094 08-86 0.4542 0.5458 0.0000 0.2729
268 06-42d 274 07-04d 0.3530 0.6470 0.0000 0.3235
268 06-42d 453 08-123 0.3141 0.6859 0.0000 0.3430
268 06-42d 499 08-701 0.5894 0.4106 0.0000 0.2053
268 06-42d 550 20-05 0.2961 0.7039 0.0000 0.3519
268 06-42d 840 08-25 0.3508 0.6492 0.0000 0.3246
268 06-42d 862 08-495 0.4711 0.5289 0.0000 0.2645
268 06-42d 1094 08-86 0.4657 0.5343 0.0000 0.2672
269 08-498 271 08-128 0.6929 0.3071 0.0000 0.1535
269 08-498 272 08-795d 0.0000 0.0000 1.0000 1.0000
269 08-498 274 07-04d 0.3458 0.6542 0.0000 0.3271
269 08-498 453 08-123 0.3142 0.6858 0.0000 0.3429
269 08-498 499 08-701 0.6097 0.3903 0.0000 0.1952
269 08-498 550 20-05 0.3226 0.6774 0.0000 0.3387
269 08-498 840 08-25 0.3427 0.6573 0.0000 0.3286
269 08-498 862 08-495 0.4908 0.5092 0.0000 0.2546
269 08-498 1094 08-86 0.4585 0.5415 0.0000 0.2708
270 07-19 271 08-128 0.6998 0.3002 0.0000 0.1501
270 07-19 274 07-04d 0.3481 0.6519 0.0000 0.3260
270 07-19 453 08-123 0.3116 0.6884 0.0000 0.3442
270 07-19 499 08-701 0.5797 0.4203 0.0000 0.2102
270 07-19 550 20-05 0.2947 0.7053 0.0000 0.3526
270 07-19 840 08-25 0.3531 0.6469 0.0000 0.3235
270 07-19 862 08-495 0.4821 0.5179 0.0000 0.2590
270 07-19 1094 08-86 0.4595 0.5405 0.0000 0.2702
271 08-128 272 08-795d 0.6930 0.3070 0.0000 0.1535
271 08-128 273 06-34d 0.5451 0.4549 0.0000 0.2274
271 08-128 274 07-04d 0.2494 0.7506 0.0000 0.3753
271 08-128 275 08-124 0.0000 0.0017 0.9983 0.9992
271 08-128 278 07-10d 0.6884 0.3116 0.0000 0.1558
271 08-128 283 02-64d 0.6996 0.3004 0.0000 0.1502
271 08-128 293 02-52d 0.6947 0.3053 0.0000 0.1527
271 08-128 294 04-22d 0.6711 0.3289 0.0000 0.1644
271 08-128 295 04-23 0.6928 0.3072 0.0000 0.1536
271 08-128 297 04-20d 0.6854 0.3146 0.0000 0.1573
271 08-128 300 06-41d 0.6826 0.3174 0.0000 0.1587
271 08-128 301 02-95 0.6807 0.3193 0.0000 0.1596
271 08-128 302 08-209 0.6757 0.3243 0.0000 0.1621
271 08-128 307 08-224 0.6996 0.3004 0.0000 0.1502
271 08-128 311 08-269 0.6987 0.3013 0.0000 0.1507
271 08-128 312 08-820 0.6877 0.3123 0.0000 0.1562
271 08-128 315 03-31 0.6993 0.3007 0.0000 0.1504
271 08-128 316 02-69 0.6784 0.3216 0.0000 0.1608
271 08-128 317 01-66 0.6974 0.3026 0.0000 0.1513
271 08-128 329 04-23d 0.6925 0.3075 0.0000 0.1538
271 08-128 330 08-536 0.6450 0.3550 0.0000 0.1775
271 08-128 332 04-12 0.6778 0.3222 0.0000 0.1611
271 08-128 335 08-770 0.6914 0.3086 0.0000 0.1543
271 08-128 338 01-29t 0.6939 0.3061 0.0000 0.1530
271 08-128 340 01-65 0.6933 0.3067 0.0000 0.1534
271 08-128 343 02-24 0.6994 0.3006 0.0000 0.1503
271 08-128 345 02-42 0.6837 0.3163 0.0000 0.1581
271 08-128 351 03-153-2 0.6901 0.3099 0.0000 0.1549
271 08-128 356 03-44 0.6856 0.3144 0.0000 0.1572
271 08-128 359 03-51 0.6989 0.3011 0.0000 0.1505
271 08-128 368 04-21 0.6562 0.3438 0.0000 0.1719
271 08-128 371 07-12 0.6429 0.3571 0.0000 0.1785
271 08-128 378 07-75 0.6903 0.3097 0.0000 0.1548
271 08-128 383 08-164 0.0000 1.0000 0.0000 0.5000
271 08-128 387 08-189 0.7000 0.3000 0.0000 0.1500
271 08-128 388 08-192 0.6616 0.3384 0.0000 0.1692
271 08-128 394 08-241 0.6972 0.3028 0.0000 0.1514
271 08-128 398 08-255 0.6726 0.3274 0.0000 0.1637
271 08-128 402 08-272 0.6836 0.3164 0.0000 0.1582
271 08-128 407 08-362 0.6930 0.3070 0.0000 0.1535
271 08-128 408 08-41 0.6956 0.3044 0.0000 0.1522
271 08-128 409 08-42 0.6371 0.3629 0.0000 0.1815
271 08-128 410 08-440 0.6779 0.3221 0.0000 0.1610
271 08-128 412 08-479 0.6882 0.3118 0.0000 0.1559
271 08-128 413 08-485 0.6654 0.3346 0.0000 0.1673
271 08-128 420 08-513 0.6984 0.3016 0.0000 0.1508
271 08-128 422 08-744 0.6990 0.3010 0.0000 0.1505
271 08-128 426 08-776 0.6725 0.3275 0.0000 0.1637
271 08-128 427 08-777 0.6490 0.3510 0.0000 0.1755
271 08-128 429 08-805 0.6532 0.3468 0.0000 0.1734
271 08-128 434 02-39d 0.6902 0.3098 0.0000 0.1549
271 08-128 437 02-78 0.6456 0.3544 0.0000 0.1772
271 08-128 452 07-54 0.6983 0.3017 0.0000 0.1508
271 08-128 453 08-123 0.2285 0.7715 0.0000 0.3857
271 08-128 455 08-259 0.6941 0.3059 0.0000 0.1530
271 08-128 456 08-270 0.6598 0.3402 0.0000 0.1701
271 08-128 460 08-37 0.6876 0.3124 0.0000 0.1562
271 08-128 462 08-44 0.6926 0.3074 0.0000 0.1537
271 08-128 466 08-453 0.6846 0.3154 0.0000 0.1577
271 08-128 468 08-459 0.6781 0.3219 0.0000 0.1609
271 08-128 474 08-49 0.6714 0.3286 0.0000 0.1643
271 08-128 477 08-519 0.6950 0.3050 0.0000 0.1525
271 08-128 482 08-531 0.6603 0.3397 0.0000 0.1698
271 08-128 483 08-539 0.6753 0.3247 0.0000 0.1624
271 08-128 485 08-543 0.6853 0.3147 0.0000 0.1573
271 08-128 486 08-544 0.6873 0.3127 0.0000 0.1564
271 08-128 487 08-548 0.6826 0.3174 0.0000 0.1587
271 08-128 498 08-700 0.6857 0.3143 0.0000 0.1571
271 08-128 499 08-701 0.5302 0.4698 0.0000 0.2349
271 08-128 501 08-708 0.6915 0.3085 0.0000 0.1543
271 08-128 502 08-711 0.6929 0.3071 0.0000 0.1536
271 08-128 503 08-714 0.6644 0.3356 0.0000 0.1678
271 08-128 505 08-716 0.6923 0.3077 0.0000 0.1539
271 08-128 509 08-722 0.6917 0.3083 0.0000 0.1541
271 08-128 512 08-735 0.6401 0.3599 0.0000 0.1799
271 08-128 517 08-753 0.6936 0.3064 0.0000 0.1532
271 08-128 519 08-770d 0.6914 0.3086 0.0000 0.1543
271 08-128 520 08-83 0.6747 0.3253 0.0000 0.1626
271 08-128 527 14-71m 0.7000 0.3000 0.0000 0.1500
271 08-128 528 08-607 0.6958 0.3042 0.0000 0.1521
271 08-128 531 08-36 0.6670 0.3330 0.0000 0.1665
271 08-128 543 07-56 0.6943 0.3057 0.0000 0.1529
271 08-128 549 15-13m 0.6808 0.3192 0.0000 0.1596
271 08-128 550 20-05 0.2342 0.7658 0.0000 0.3829
271 08-128 557 08-641 0.6999 0.3001 0.0000 0.1501
271 08-128 559 11-05 0.6973 0.3027 0.0000 0.1514
271 08-128 565 11-02 0.6923 0.3077 0.0000 0.1539
271 08-128 569 08-637 0.6882 0.3118 0.0000 0.1559
271 08-128 572 08-625 0.6693 0.3307 0.0000 0.1653
271 08-128 574 15-03m 0.6986 0.3014 0.0000 0.1507
271 08-128 578 09-62 0.6985 0.3015 0.0000 0.1507
271 08-128 587 02-88 0.6910 0.3090 0.0000 0.1545
271 08-128 599 09-47 0.6877 0.3123 0.0000 0.1562
271 08-128 604 09-46 0.6981 0.3019 0.0000 0.1509
271 08-128 609 14-19 0.6960 0.3040 0.0000 0.1520
271 08-128 613 09-114 0.6683 0.3317 0.0000 0.1658
271 08-128 622 08-163 0.6770 0.3230 0.0000 0.1615
271 08-128 623 08-40 0.6612 0.3388 0.0000 0.1694
271 08-128 632 03-55 0.6906 0.3094 0.0000 0.1547
271 08-128 641 07-35 0.6839 0.3161 0.0000 0.1581
271 08-128 644 07-47 0.6950 0.3050 0.0000 0.1525
271 08-128 647 07-55 0.6934 0.3066 0.0000 0.1533
271 08-128 649 08-112 0.6533 0.3467 0.0000 0.1733
271 08-128 650 08-113 0.6803 0.3197 0.0000 0.1598
271 08-128 656 08-281 0.6963 0.3037 0.0000 0.1518
271 08-128 665 08-540 0.6720 0.3280 0.0000 0.1640
271 08-128 667 08-581 0.6605 0.3395 0.0000 0.1697
271 08-128 669 08-624 0.6798 0.3202 0.0000 0.1601
271 08-128 672 08-629 0.6914 0.3086 0.0000 0.1543
271 08-128 673 08-633 0.6505 0.3495 0.0000 0.1748
271 08-128 679 09-107 0.6760 0.3240 0.0000 0.1620
271 08-128 685 09-122 0.6970 0.3030 0.0000 0.1515
271 08-128 690 09-16 0.6954 0.3046 0.0000 0.1523
271 08-128 691 09-17 0.6879 0.3121 0.0000 0.1560
271 08-128 692 09-18 0.6768 0.3232 0.0000 0.1616
271 08-128 697 09-26 0.6836 0.3164 0.0000 0.1582
271 08-128 711 06-18 0.6863 0.3137 0.0000 0.1568
271 08-128 722 08-364 0.6992 0.3008 0.0000 0.1504
271 08-128 724 08-610 0.6569 0.3431 0.0000 0.1716
271 08-128 729 14-17 0.6681 0.3319 0.0000 0.1659
271 08-128 734 08-230 0.6904 0.3096 0.0000 0.1548
271 08-128 742 08-280 0.6995 0.3005 0.0000 0.1502
271 08-128 748 08-208 0.6939 0.3061 0.0000 0.1531
271 08-128 759 08-271 0.6799 0.3201 0.0000 0.1600
271 08-128 766 08-210 0.6933 0.3067 0.0000 0.1534
271 08-128 767 03-32 0.6746 0.3254 0.0000 0.1627
271 08-128 768 09-32 0.6847 0.3153 0.0000 0.1576
271 08-128 769 06-35 0.6872 0.3128 0.0000 0.1564
271 08-128 778 09-56 0.6986 0.3014 0.0000 0.1507
271 08-128 781 09-60 0.6838 0.3162 0.0000 0.1581
271 08-128 783 08-64 0.6869 0.3131 0.0000 0.1566
271 08-128 784 08-66 0.6724 0.3276 0.0000 0.1638
271 08-128 786 01-68 0.6767 0.3233 0.0000 0.1616
271 08-128 788 01-70 0.6893 0.3107 0.0000 0.1554
271 08-128 789 08-70 0.6792 0.3208 0.0000 0.1604
271 08-128 791 02-72 0.6882 0.3118 0.0000 0.1559
271 08-128 798 08-92 0.6955 0.3045 0.0000 0.1523
271 08-128 800 45383 0.6937 0.3063 0.0000 0.1532
271 08-128 803 45342 0.6969 0.3031 0.0000 0.1515
271 08-128 809 03-26 0.6953 0.3047 0.0000 0.1524
271 08-128 819 03-69 0.6970 0.3030 0.0000 0.1515
271 08-128 828 08-126 0.6730 0.3270 0.0000 0.1635
271 08-128 831 08-175 0.6998 0.3002 0.0000 0.1501
271 08-128 833 08-183 0.6505 0.3495 0.0000 0.1748
271 08-128 834 08-190 0.6594 0.3406 0.0000 0.1703
271 08-128 835 08-197 0.6433 0.3567 0.0000 0.1784
271 08-128 836 08-198 0.6840 0.3160 0.0000 0.1580
271 08-128 837 08-204 0.6884 0.3116 0.0000 0.1558
271 08-128 840 08-25 0.3378 0.6622 0.0000 0.3311
271 08-128 842 08-28 0.6972 0.3028 0.0000 0.1514
271 08-128 845 08-38 0.6766 0.3234 0.0000 0.1617
271 08-128 851 08-462 0.6954 0.3046 0.0000 0.1523
271 08-128 853 08-464 0.6849 0.3151 0.0000 0.1575
271 08-128 855 08-469 0.6901 0.3099 0.0000 0.1550
271 08-128 861 08-483 0.6860 0.3140 0.0000 0.1570
271 08-128 862 08-495 0.4528 0.5472 0.0000 0.2736
271 08-128 866 08-517 0.6737 0.3263 0.0000 0.1631
271 08-128 874 08-584 0.6325 0.3675 0.0000 0.1837
271 08-128 876 08-615 0.6853 0.3147 0.0000 0.1573
271 08-128 879 08-618 0.6990 0.3010 0.0000 0.1505
271 08-128 882 08-69 0.6878 0.3122 0.0000 0.1561
271 08-128 883 08-698 0.6993 0.3007 0.0000 0.1504
271 08-128 884 08-725 0.6900 0.3100 0.0000 0.1550
271 08-128 889 08-801 0.6622 0.3378 0.0000 0.1689
271 08-128 890 08-806 0.6869 0.3131 0.0000 0.1565
271 08-128 891 08-807 0.6986 0.3014 0.0000 0.1507
271 08-128 895 08-818 0.6887 0.3113 0.0000 0.1556
271 08-128 897 08-823 0.6908 0.3092 0.0000 0.1546
271 08-128 899 08-87 0.6611 0.3389 0.0000 0.1695
271 08-128 901 09-108 0.6993 0.3007 0.0000 0.1503
271 08-128 908 12-04 0.6452 0.3548 0.0000 0.1774
271 08-128 912 13-124 0.6834 0.3166 0.0000 0.1583
271 08-128 920 13-112 0.6890 0.3110 0.0000 0.1555
271 08-128 923 08-555 0.6615 0.3385 0.0000 0.1693
271 08-128 925 13-116 0.6932 0.3068 0.0000 0.1534
271 08-128 926 13-117 0.6909 0.3091 0.0000 0.1546
271 08-128 932 13-123 0.6992 0.3008 0.0000 0.1504
271 08-128 933 13-125 0.6604 0.3396 0.0000 0.1698
271 08-128 934 13-132 0.6401 0.3599 0.0000 0.1800
271 08-128 936 13-130 0.6930 0.3070 0.0000 0.1535
271 08-128 937 13-129 0.6901 0.3099 0.0000 0.1549
271 08-128 938 13-128 0.6979 0.3021 0.0000 0.1510
271 08-128 948 07-58 0.6711 0.3289 0.0000 0.1645
271 08-128 954 09-105 0.6535 0.3465 0.0000 0.1733
271 08-128 956 09-103 0.6794 0.3206 0.0000 0.1603
271 08-128 959 13-103 0.6990 0.3010 0.0000 0.1505
271 08-128 960 08-554 0.6848 0.3152 0.0000 0.1576
271 08-128 961 08-556 0.6684 0.3316 0.0000 0.1658
271 08-128 965 08-594 0.6837 0.3163 0.0000 0.1581
271 08-128 966 08-437 0.6869 0.3131 0.0000 0.1565
271 08-128 968 08-100 0.6607 0.3393 0.0000 0.1696
271 08-128 969 08-577 0.6975 0.3025 0.0000 0.1513
271 08-128 974 08-585 0.6861 0.3139 0.0000 0.1569
271 08-128 983 08-623d 0.6832 0.3168 0.0000 0.1584
271 08-128 986 08-191 0.6761 0.3239 0.0000 0.1620
271 08-128 987 08-174 0.6647 0.3353 0.0000 0.1676
271 08-128 991 08-614 0.6895 0.3105 0.0000 0.1553
271 08-128 994 08-588 0.6300 0.3700 0.0000 0.1850
271 08-128 995 08-634 0.6962 0.3038 0.0000 0.1519
271 08-128 997 08-576 0.6996 0.3004 0.0000 0.1502
271 08-128 1004 08-592 0.6371 0.3629 0.0000 0.1815
271 08-128 1005 08-696 0.6944 0.3056 0.0000 0.1528
271 08-128 1006 08-570 0.6651 0.3349 0.0000 0.1674
271 08-128 1008 05-208 0.6817 0.3183 0.0000 0.1591
271 08-128 1009 08-125-09 0.6654 0.3346 0.0000 0.1673
271 08-128 1012 08-169 0.6995 0.3005 0.0000 0.1502
271 08-128 1014 08-34 0.6798 0.3202 0.0000 0.1601
271 08-128 1015 08-822 0.6941 0.3059 0.0000 0.1529
271 08-128 1017 03-38 0.6823 0.3177 0.0000 0.1589
271 08-128 1018 08-162 0.6979 0.3021 0.0000 0.1510
271 08-128 1020 02-56 0.6940 0.3060 0.0000 0.1530
271 08-128 1021 08-729 0.6976 0.3024 0.0000 0.1512
271 08-128 1022 08-158 0.6889 0.3111 0.0000 0.1556
271 08-128 1023 08-275 0.6641 0.3359 0.0000 0.1679
271 08-128 1024 08-276 0.6699 0.3301 0.0000 0.1651
271 08-128 1027 08-203 0.6599 0.3401 0.0000 0.1700
271 08-128 1028 08-465 0.6933 0.3067 0.0000 0.1534
271 08-128 1031 08-447 0.6821 0.3179 0.0000 0.1590
271 08-128 1032 09-89 0.6321 0.3679 0.0000 0.1839
271 08-128 1035 08-480 0.6481 0.3519 0.0000 0.1759
271 08-128 1039 08-65 0.6843 0.3157 0.0000 0.1579
271 08-128 1044 08-90 0.6855 0.3145 0.0000 0.1572
271 08-128 1046 08-173 0.6634 0.3366 0.0000 0.1683
271 08-128 1047 08-628 0.6435 0.3565 0.0000 0.1783
271 08-128 1048 08-157 0.6894 0.3106 0.0000 0.1553
271 08-128 1051 05-207 0.6747 0.3253 0.0000 0.1626
